období,obvod,typ dat,kategorie,přestupek,počet,částka
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,modrá zóna,38,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,fialová zóna,0,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,25,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,stání v křižovatce,43,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,4,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,přestupky chodců,61,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,přestupky cyklistů,0,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,16,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,2,
2024-01-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-01-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,21,
2024-01-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,33,
2024-01-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-01-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-01-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-01-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,12,
2024-01-01,OŘ8,Počet uložených pokut,Veřejný pořádek a zeleň,,9,
2024-01-01,OŘ8,Počet uložených pokut,Doprava,,234,
2024-01-01,OŘ8,Počet uložených pokut,Ostatní přestupky,,20,
2024-01-01,OŘ8,Počet uložených pokut,BP v hotovosti,,220,
2024-01-01,OŘ8,Počet uložených pokut,BP na místě nezaplacené,,43,
2024-01-01,OŘ8,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,0,
2024-01-01,OŘ8,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,237,
2024-01-01,OŘ8,Další formy řešení přestupků,Vydané VOPP,,260,
2024-01-01,OŘ8,Další formy řešení přestupků,Vyrozumění OPSP,,1838,
2024-01-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,35,
2024-01-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,14,
2024-01-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,17,
2024-01-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,65,
2024-01-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,42,
2024-01-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,1,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz vjezdu,234,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz zastavení,1088,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz stání,115,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,pěší zóna,9,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,stání na chodníku,368,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,modrá zóna,0,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,fialová zóna,30,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,46,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,stání v křižovatce,113,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,24,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,přestupky chodců,83,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,přestupky cyklistů,8,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-01-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-01-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,32,
2024-01-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,95,
2024-01-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-01-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-01-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-01-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,106,
2024-01-01,OŘ9,Počet uložených pokut,Veřejný pořádek a zeleň,,5,
2024-01-01,OŘ9,Počet uložených pokut,Doprava,,214,
2024-01-01,OŘ9,Počet uložených pokut,Ostatní přestupky,,19,
2024-01-01,OŘ9,Počet uložených pokut,BP v hotovosti,,216,
2024-01-01,OŘ9,Počet uložených pokut,BP na místě nezaplacené,,22,
2024-01-01,OŘ9,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,3,
2024-01-01,OŘ9,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,192,
2024-01-01,OŘ9,Další formy řešení přestupků,Vydané VOPP,,255,
2024-01-01,OŘ9,Další formy řešení přestupků,Vyrozumění OPSP,,3055,
2024-01-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,42,
2024-01-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,14,
2024-01-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,68,
2024-01-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,72,
2024-01-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,21,
2024-01-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,0,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,zákaz vjezdu,177,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,zákaz zastavení,491,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,zákaz stání,39,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,pěší zóna,18,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,stání na chodníku,1184,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,modrá zóna,25,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,fialová zóna,39,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,79,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,stání v křižovatce,226,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,23,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,jízda na červenou,1,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,přestupky chodců,116,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,přestupky cyklistů,22,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-01-01,OŘ10,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-01-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,1,
2024-01-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,11,
2024-01-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-01-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-01-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,15,
2024-01-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,19,
2024-01-01,OŘ10,Počet uložených pokut,Veřejný pořádek a zeleň,,12,
2024-01-01,OŘ10,Počet uložených pokut,Doprava,,173,
2024-01-01,OŘ10,Počet uložených pokut,Ostatní přestupky,,0,
2024-01-01,OŘ10,Počet uložených pokut,BP v hotovosti,,164,
2024-01-01,OŘ10,Počet uložených pokut,BP na místě nezaplacené,,21,
2024-01-01,OŘ10,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,95,
2024-01-01,OŘ10,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,179,
2024-01-01,OŘ10,Další formy řešení přestupků,Vydané VOPP,,239,
2024-01-01,OŘ10,Další formy řešení přestupků,Vyrozumění OPSP,,2620,
2024-01-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,2,
2024-01-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,13,
2024-01-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,128,
2024-01-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,3,
2024-01-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,5,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,zákaz vjezdu,241,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,zákaz zastavení,688,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,zákaz stání,15,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,pěší zóna,7,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,stání na chodníku,275,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,modrá zóna,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,fialová zóna,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,41,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,stání v křižovatce,125,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,11,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,jízda na červenou,1,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,přestupky chodců,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,přestupky cyklistů,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,31,
2024-01-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,1,
2024-01-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-01-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,186,
2024-01-01,OŘ11,Počet uložených pokut,Veřejný pořádek a zeleň,,13,
2024-01-01,OŘ11,Počet uložených pokut,Doprava,,122,
2024-01-01,OŘ11,Počet uložených pokut,Ostatní přestupky,,21,
2024-01-01,OŘ11,Počet uložených pokut,BP v hotovosti,,134,
2024-01-01,OŘ11,Počet uložených pokut,BP na místě nezaplacené,,22,
2024-01-01,OŘ11,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,0,
2024-01-01,OŘ11,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,47,
2024-01-01,OŘ11,Další formy řešení přestupků,Vydané VOPP,,293,
2024-01-01,OŘ11,Další formy řešení přestupků,Vyrozumění OPSP,,1761,
2024-01-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,3,
2024-01-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,0,
2024-01-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,4,
2024-01-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,155,
2024-01-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,2,
2024-01-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,0,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,zákaz vjezdu,184,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,zákaz zastavení,902,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,zákaz stání,92,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,pěší zóna,1,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,stání na chodníku,254,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,modrá zóna,0,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,fialová zóna,0,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,183,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,stání v křižovatce,395,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,17,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,jízda na červenou,3,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,přestupky chodců,6,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,přestupky cyklistů,7,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,13,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,7,
2024-01-01,OŘ12,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,1,
2024-01-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,9,
2024-01-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,6,
2024-01-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-01-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-01-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,1,
2024-01-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,80,
2024-01-01,OŘ12,Počet uložených pokut,Veřejný pořádek a zeleň,,28,
2024-01-01,OŘ12,Počet uložených pokut,Doprava,,310,
2024-01-01,OŘ12,Počet uložených pokut,Ostatní přestupky,,12,
2024-01-01,OŘ12,Počet uložených pokut,BP v hotovosti,,287,
2024-01-01,OŘ12,Počet uložených pokut,BP na místě nezaplacené,,63,
2024-01-01,OŘ12,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,3,
2024-01-01,OŘ12,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,4,
2024-01-01,OŘ12,Další formy řešení přestupků,Vydané VOPP,,302,
2024-01-01,OŘ12,Další formy řešení přestupků,Vyrozumění OPSP,,2397,
2024-01-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,63,
2024-01-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,42,
2024-01-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,111,
2024-01-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,49,
2024-01-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,245,
2024-01-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,1,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,zákaz vjezdu,174,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,zákaz zastavení,747,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,zákaz stání,100,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,pěší zóna,34,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,stání na chodníku,414,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,modrá zóna,0,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,fialová zóna,0,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,180,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,stání v křižovatce,142,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,21,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,přestupky chodců,98,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,přestupky cyklistů,15,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-01-01,OŘ13,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-01-01,OŘ13,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,3,
2024-01-01,OŘ13,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,147,
